epoch,train_acc,train_loss,val_acc,val_loss
93,1.0,7.69666763529939e-07,0.63125,0.0843181557705005
94,1.0,5.157493687338249e-07,0.6378333333333334,0.08449243768056233
95,1.0,4.842179786537473e-07,0.63475,0.08519695530335109
96,1.0,4.3052352748260444e-07,0.63375,0.08517766856650512
97,1.0,3.826416865580187e-07,0.6385833333333333,0.08496991250912349
98,1.0,4.3222843365242626e-07,0.6355,0.08511254736781121
99,1.0,2.474220363918928e-07,0.63625,0.0848434020926555
100,1.0,2.664775661129523e-07,0.6359166666666667,0.08558523918191592
101,1.0,2.1336154481982955e-07,0.6380833333333333,0.0861399810363849
102,1.0,2.0138706293929923e-07,0.6379166666666667,0.08637249426543712
103,1.0,1.490915574133093e-07,0.6364166666666666,0.08592370683824023
104,1.0,1.381547864104012e-07,0.6376666666666667,0.08590249469379584
105,1.0,1.193824994542878e-07,0.6375833333333333,0.08693754423658052
106,1.0,9.980162615066648e-08,0.6395,0.08650376979013284
107,1.0,1.0182115552481718e-07,0.63975,0.08666287230948608
108,1.0,7.750829161699989e-08,0.6368333333333334,0.08727588813503584
109,1.0,6.401479071942933e-08,0.6378333333333334,0.08727856108546257
110,1.0,6.891980168196218e-08,0.6379166666666667,0.08768930283685525
111,1.0,7.014815898208502e-08,0.639,0.08771485085909565
112,1.0,4.757784091680151e-08,0.6368333333333334,0.0881954224507014
113,1.0,4.350997117520529e-08,0.6410833333333333,0.08775228528678417
114,1.0,4.611619118616911e-08,0.6356666666666667,0.08809618132809797
115,1.0,4.111544383316673e-08,0.6381666666666667,0.08823252134025097
116,1.0,4.1610876204048154e-08,0.6366666666666667,0.08799232358982166
117,1.0,3.878554117085918e-08,0.6411666666666667,0.08735884280999502
118,1.0,3.76364189840217e-08,0.6409166666666667,0.08774893888831138
119,1.0,3.7851164143552926e-08,0.6396666666666667,0.08822337818642458
120,1.0,3.7505929722354064e-08,0.6384166666666666,0.08801272316028674
121,1.0,3.6465595153837664e-08,0.6373333333333333,0.08724719742933909
122,1.0,3.571788962375422e-08,0.6418333333333334,0.08812183715899785
123,1.0,3.330728824381247e-08,0.63925,0.087814934981366
124,1.0,3.2987232945203004e-08,0.63925,0.08776406388978164
125,1.0,3.29996647730171e-08,0.6398333333333334,0.0884315220763286
126,1.0,3.114476080866445e-08,0.6384166666666666,0.08808030171195666
127,1.0,2.9572961011581356e-08,0.6385833333333333,0.0881815644900004
128,1.0,2.9391648331156262e-08,0.64,0.08820723228653272
129,1.0,2.8641519382668592e-08,0.6381666666666667,0.0878807970782121
130,1.0,3.066424787196493e-08,0.63775,0.08829764464497566
131,1.0,2.6516177649840402e-08,0.6373333333333333,0.08810230576992036
132,1.0,2.6457087492480647e-08,0.64175,0.0881801709830761
133,1.0,2.820785734611617e-08,0.6398333333333334,0.08816926362613837
134,1.0,2.5678381536664573e-08,0.6388333333333334,0.08818663472433885
135,1.0,2.5039742711483213e-08,0.6419166666666667,0.08843901605904102
136,1.0,2.7030476336836135e-08,0.63775,0.08875146008034547
137,1.0,2.500190780689119e-08,0.6389166666666667,0.08873087553679943
138,1.0,2.3846837696813357e-08,0.63975,0.08847673697769642
139,1.0,2.5447482775812585e-08,0.6401666666666667,0.08871497369805972
140,1.0,2.319869373648389e-08,0.6369166666666667,0.08851130765179793
141,1.0,2.5078160094930506e-08,0.6415833333333333,0.08863810916741689
142,1.0,2.2605967152916013e-08,0.6408333333333334,0.08875678337117036
143,1.0,2.2761467656451372e-08,0.6398333333333334,0.08855962168673674
144,1.0,2.0518025898949886e-08,0.63925,0.08895604531963666
145,1.0,2.020068323618476e-08,0.6396666666666667,0.08859087726473808
146,1.0,2.144168590945128e-08,0.638,0.08867584837476412
147,1.0,2.0730882090091997e-08,0.6396666666666667,0.08860122676193714
148,1.0,2.0112838746971166e-08,0.6378333333333334,0.08847648139297962
149,1.0,1.99899585098251e-08,0.6426666666666667,0.08853371091683705
